Area,DC1117EW_C_SEX,DC1117EW_C_AGE,NewEthpop_ETH
E02001730,2,1,WBI
E02001728,1,1,WBI
E02001710,2,34,WBI
E02001714,2,3,WBI
E02001709,2,15,WBI
E02001723,2,84,WBI
E02001731,1,21,CHI
E02001714,1,24,CHI
E02001733,1,24,WBI
E02001715,1,20,WBI
E02001729,1,66,WBI
E02001712,1,22,WBI
E02001719,2,41,WBI
E02001733,2,59,WBI
E02001726,2,52,WBI
E02001731,1,21,MIX
E02001714,2,17,WHO
E02001721,2,75,WBI
E02001720,1,21,WBI
E02001710,2,49,WBI
E02001726,1,24,WBI
E02001719,1,43,WBI
E02001729,2,25,IND
E02001732,2,36,WBI
E02006893,2,45,WBI
E02006893,2,59,WBI
E02001720,2,19,WBI
E02001719,2,63,WBI
E02001719,1,4,WBI
E02001720,1,23,WBI
E02001735,1,15,WBI
E02001734,1,10,MIX
E02001730,2,22,IND
E02001731,1,23,WBI
E02001724,1,22,WBI
E02001730,1,11,CHI
E02001719,1,73,WHO
E02001722,2,44,WBI
E02001723,1,66,WBI
E02001709,1,6,WBI
E02001725,2,23,WBI
E02001721,1,23,WBI
E02001708,1,34,WBI
E02001729,2,33,OTH
E02001729,1,34,WBI
E02001722,1,66,WBI
E02001737,1,58,CHI
E02001730,1,27,WBI
E02001733,1,1,WBI
E02001724,1,14,CHI
E02001734,1,25,WBI
E02001709,2,37,WBI
E02001711,2,42,WBI
E02001712,1,56,WBI
E02001736,1,34,BAN
E02001714,1,46,WBI
E02001712,1,26,WBI
E02001718,2,19,WBI
E02001731,1,22,WBI
E02001727,1,11,WBI
E02001723,1,7,WBI
E02001729,2,22,WBI
E02001729,2,38,WBI
E02001715,2,27,WBI
E02001729,2,1,WBI
E02001731,2,34,WBI
E02001715,2,47,WBI
E02001733,2,63,WBI
E02001724,1,29,WBI
E02001735,2,17,WBI
E02001712,1,26,WBI
E02001709,2,60,WBI
E02001732,2,15,WBI
E02001708,1,57,WBI
E02001728,1,11,WBI
E02001736,2,9,WBI
E02001732,1,48,WBI
E02001709,1,57,WBI
E02001729,1,22,IND
E02001715,1,17,WBI
E02001731,2,41,CHI
E02001708,2,35,WBI
E02001713,2,12,MIX
E02001715,1,17,WBI
E02001731,2,6,CHI
E02001721,2,76,WBI
E02001715,1,73,WBI
E02006893,2,67,WBI
E02001708,1,16,WBI
E02001730,1,20,WBI
E02001727,2,22,WBI
E02001712,1,49,WBI
E02001718,2,10,WBI
E02006893,2,38,WBI
E02001719,1,25,PAK
E02001731,1,28,WBI
E02001734,1,36,WBI
E02001728,1,63,WBI
E02001733,2,23,OAS
E02001729,1,30,WBI
E02001734,2,2,WBI
E02001721,1,51,WBI
E02001727,2,61,WBI
E02006893,1,74,WBI
E02001718,2,80,WBI
E02001714,1,34,WBI
E02001736,2,15,WBI
E02001731,2,37,WBI
E02001713,1,3,WBI
E02001718,1,27,WBI
E02001709,2,72,WHO
E02001725,1,25,WBI
E02001721,2,26,WBI
E02001710,2,50,WBI
E02001733,2,64,WBI
E02001711,2,72,WBI
E02001722,1,78,WBI
E02001714,2,73,WBI
E02001715,1,36,WBI
E02001736,1,6,WBI
E02001733,2,14,WBI
E02001721,2,35,WBI
E02001723,1,26,IND
E02001730,1,21,WBI
E02001726,2,22,WBI
E02001714,1,53,WBI
E02001730,2,37,WBI
E02001727,2,60,PAK
E02001734,2,25,WBI
E02001725,1,22,WBI
E02001734,1,50,WBI
E02001734,1,55,WBI
E02001730,1,20,CHI
E02006893,1,10,WBI
E02001720,2,34,WBI
E02001715,2,48,BLA
E02001725,1,20,WBI
E02001728,1,77,WBI
E02001727,1,8,WBI
E02001718,1,56,WBI
E02001727,1,50,WBI
E02001729,2,19,WBI
E02001710,1,86,WBI
E02001714,1,6,WBI
E02001720,1,30,WBI
E02001733,2,49,WBI
E02001719,2,55,WBI
E02001723,2,25,WBI
E02001712,2,38,WBI
E02001731,2,20,WBI
E02001709,2,37,WBI
E02001712,2,45,IND
E02001734,2,82,WBI
E02001726,2,54,WBI
E02001732,2,54,WBI
E02001723,2,24,WBI
E02001726,2,69,WBI
E02001735,1,7,WBI
E02001726,1,13,WBI
E02001715,2,13,WBI
E02001725,1,12,WBI
E02001722,2,3,WBI
E02001721,2,80,WBI
E02001708,1,73,WBI
E02001720,1,21,WBI
E02001709,2,81,WBI
E02001721,2,45,WBI
E02001715,2,22,WBI
E02001736,2,3,PAK
E02001727,1,81,WBI
E02001733,2,49,WBI
E02001708,1,12,WBI
E02001734,2,9,WBI
E02001726,2,54,WBI
E02001731,1,32,CHI
E02001730,2,23,CHI
E02001713,1,7,WBI
E02001715,2,79,WBI
E02001719,2,23,WBI
E02001726,2,32,IND
E02001720,1,22,WBI
E02001730,2,24,WBI
E02001736,1,39,IND
E02001722,2,7,WBI
E02001730,1,28,WBI
E02001710,1,6,WBI
E02001729,1,19,WBI
E02001733,1,43,WBI
E02001712,1,29,WHO
E02001721,2,67,WBI
E02001709,2,1,IND
E02001709,1,86,IND
E02001728,1,63,WBI
E02001715,1,62,WBI
E02001735,2,24,WBI
E02001723,1,58,CHI
E02001713,1,74,WBI
E02001737,1,5,BLA
E02001721,2,29,WBI
E02001713,2,18,WBI
E02001721,1,35,WBI
E02001736,1,79,WHO
E02001708,1,17,WBI
E02001735,2,27,WBI
E02001714,1,86,WBI
E02001733,1,46,WBI
E02001720,1,23,WBI
E02001733,1,51,WBI
E02001727,1,65,WBI
E02001730,1,21,WBI
E02001722,2,43,WBI
E02001713,1,52,WBI
E02001715,1,48,WBI
E02001715,1,17,WBI
E02001727,1,54,WBI
E02001725,2,21,WHO
E02001721,2,75,WBI
E02006893,2,40,WBI
E02001724,2,24,WBI
E02001721,2,55,WBI
E02001736,1,42,BAN
E02001721,1,8,WBI
E02001724,2,21,WBI
E02001709,2,28,WBI
E02001721,1,23,WBI
E02001730,1,22,WBI
E02001731,1,69,WBI
E02001710,2,24,WHO
E02001723,1,36,WBI
E02001714,2,53,WBI
E02001731,1,49,OTH
E02001734,1,71,IND
E02001732,2,72,WBI
E02001736,2,22,WBI
E02001721,2,40,WBI
E02001726,2,8,WBI
E02001712,1,79,WBI
E02001735,1,4,WBI
E02001718,1,32,WBI
E02006893,2,66,WBI
E02001734,2,43,WBI
E02001711,2,13,WBI
E02001720,1,21,WBI
E02001710,1,10,WBI
E02001732,2,16,WBI
E02001714,2,84,OAS
E02001735,1,71,WBI
E02001723,1,25,WBI
E02001714,1,30,WBI
E02001724,1,34,WBI
E02001730,2,24,WBI
E02001719,2,60,WBI
E02001731,2,21,MIX
E02001724,1,51,WBI
E02006893,2,86,WBI
E02001715,2,7,WBI
E02001734,2,19,WBI
E02001734,1,53,WBI
E02001733,2,28,WHO
E02001718,1,62,WBI
E02001721,1,60,WBI
E02001720,1,22,WBI
E02001729,2,24,MIX
E02006893,1,32,WBI
E02001708,1,28,OAS
